company,year,metric,value,source,comments,answer_url,item_url
Country Road Group,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:14:23 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Country_Road_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Country_Road_Group+2022.json
FOREVER NEW CLOTHING PTY LTD,2022,Clean Clothes Campaign+Living Wage Action Plan,Partial,"Source-000109330
Source-000165598",Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:10:03 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+FOREVER_NEW_CLOTHING_PTY_LTD.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+FOREVER_NEW_CLOTHING_PTY_LTD+2022.json
LaDress,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:17:45 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+LaDress.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+LaDress+2022.json
MOSAIC BRANDS LIMITED,2022,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:05:29 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+MOSAIC_BRANDS_LIMITED.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+MOSAIC_BRANDS_LIMITED+2022.json
Gymshark Limited,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:21:56 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Gymshark_Limited.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Gymshark_Limited+2022.json
Prenatal Moeder en Kind B.V.,2022,Clean Clothes Campaign+Living Wage Action Plan,Partial,"Source-000165631
Source-000165598",Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:11:50 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Prenatal_Moeder_en_Kind_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Prenatal_Moeder_en_Kind_B_V+2022.json
Mayerline,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:07:26 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Mayerline.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Mayerline+2022.json
Kings Of Indigo,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:18:26 UTC Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-09-01 13:35:01 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kings_Of_Indigo.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kings_Of_Indigo+2022.json
Cassis / Paprika S.A.,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:26:45 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Cassis_Paprika_S_A.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Cassis_Paprika_S_A+2022.json
Tokmanni,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 15:55:12 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tokmanni.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tokmanni+2022.json
PP Retail Group,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:31:53 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+PP_Retail_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+PP_Retail_Group+2022.json
Peek & Cloppenburg,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:31:03 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Peek_Cloppenburg.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Peek_Cloppenburg+2022.json
Kesko Corporation,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 15:57:23 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kesko_Corporation.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kesko_Corporation+2022.json
BALR. BV,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:21:05 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+BALR_BV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+BALR_BV+2022.json
Artsana S.p.A.,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:24:24 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Artsana_S_p_A.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Artsana_S_p_A+2022.json
NP Fashion,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:17:08 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+NP_Fashion.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+NP_Fashion+2022.json
Essentiel Antwerp,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:23:33 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Essentiel_Antwerp.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Essentiel_Antwerp+2022.json
Fabrimode NV,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:08:17 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Fabrimode_NV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Fabrimode_NV+2022.json
ECG nv,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:22:45 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+ECG_nv.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+ECG_nv+2022.json
FOREVER NEW CLOTHING PTY LTD,2022,Clean Clothes Campaign+Living Wage Action Plan,Partial,"Source-000109330
Source-000165598",Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:10:03 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+FOREVER_NEW_CLOTHING_PTY_LTD.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+FOREVER_NEW_CLOTHING_PTY_LTD+2022.json
BEST & LESS GROUP PTY LTD,2022,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:13:32 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+BEST_LESS_GROUP_PTY_LTD.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+BEST_LESS_GROUP_PTY_LTD+2022.json
NA-KD (Nakdcom One World AB),2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 15:53:59 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+NA_KD_Nakdcom_One_World_AB.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+NA_KD_Nakdcom_One_World_AB+2022.json
Chiquelle AB,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:33:35 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Chiquelle_AB.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Chiquelle_AB+2022.json
Daily Paper Holding B.V.,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:20:12 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Daily_Paper_Holding_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Daily_Paper_Holding_B_V+2022.json
Veritas NV,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:26:02 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Veritas_NV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Veritas_NV+2022.json
ZEB (The Fashion Society NV),2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:25:12 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+ZEB_The_Fashion_Society_NV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+ZEB_The_Fashion_Society_NV+2022.json
Naura Group B.V.,2022,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000165598,Data collected by Clean Clothes Campaign through brand surveys as part of the Fashion Checker project. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-08-26 16:19:24 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Naura_Group_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Naura_Group_B_V+2022.json
Aldi Sud,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:34:14 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:41 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Aldi_Sud.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Aldi_Sud+2021.json
Tesco PLC,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"www.actonlivingwages.com[http://www.actonlivingwages.com][http://www.actonlivingwages.com] 18:39:41 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. www.actonlivingwages.com[http://www.actonlivingwages.com][http://www.actonlivingwages.com] 07:36:21 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:44 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tesco_PLC.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tesco_PLC+2021.json
Inditex,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://www.inditex.com/en/our-commitment-to-people/our-suppliers/workers-at-thecenter/fundamental-rights-at-work/living-wages 18:39:31 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://www.inditex.com/en/our-commitment-to-people/our-suppliers/workers-at-thecenter/fundamental-rights-at-work/living-wages 07:36:48 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:42 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Inditex.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Inditex+2021.json
Primark,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://actonlivingwages.com/memorandum-of-understanding/ 18:39:39 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://actonlivingwages.com/memorandum-of-understanding/ 07:36:02 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:43 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Primark.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Primark+2021.json
Gap inc.,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:03 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:32 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Gap_inc.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Gap_inc+2021.json
Levi Strauss & Co.,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:27 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:32 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Levi_Strauss_Co.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Levi_Strauss_Co+2021.json
H&M,2021,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://about.hm.com/en/sustainability/sustainable-fashion/wages.html 18:39:30 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://about.hm.com/en/sustainability/sustainable-fashion/wages.html 07:35:09 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:42 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+H_M.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+H_M+2021.json
Nike Inc.,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:35:48 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:33 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Nike_Inc.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Nike_Inc+2021.json
Adidas AG,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:34:12 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:36 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Adidas_AG.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Adidas_AG+2021.json
Benetton Group Spa,2021,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. 07:34:29 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2021-08-24 11:16:30 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Benetton_Group_Spa.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Benetton_Group_Spa+2021.json
